,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,wage_class
15041,29,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,45,United-States,<=50K
15042,37,Private-h1,Assoc-acdm,12,Married-h2,Sales,Husband,White-h1,Male,0,0,40,United-States,<=50K
15043,35,Self-emp-inc,Prof-school,15,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,50,United-States,>50K
15044,36,Private-h1,Assoc-voc,11,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,38,United-States,<=50K
15045,52,Private-h1,HS-grad,9,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,48,United-States,<=50K
15046,30,Private-h1,HS-grad,9,Alone,Transport-moving,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
15047,22,Private-h1,9th,5,Alone,Craft-repair,Own-child,White-h1,Male,0,0,40,United-States,<=50K
15048,55,Self-employed,Assoc-acdm,12,Married-h2,Sales,Husband,White-h1,Male,0,0,60,United-States,<=50K
15049,61,Private-h1,HS-grad,9,Married-h2,Exec-managerial,Wife,White-h1,Female,15024,0,38,United-States,>50K
15050,33,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Unmarried,White-h1,Male,0,0,30,United-States,<=50K
15051,46,Private-h1,Some-college,10,Married-h2,Sales,Husband,White-h1,Male,0,0,50,United-States,<=50K
15052,64,Private-h1,11th,7,Alone,Tech-support,Unmarried,White-h1,Female,0,0,16,United-States,<=50K
15053,28,Private-h1,10th,6,Alone,Craft-repair,Unmarried,White-h1,Male,0,0,40,Mexico,<=50K
15054,19,Private-h1,HS-grad,9,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,42,United-States,<=50K
15055,36,Private-h1,HS-grad,9,Married-h2,Adm-clerical,Not-in-family,White-h1,Male,0,0,40,Columbia,<=50K
15056,43,Self-employed,Bachelors,13,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,>50K
15057,56,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,42,United-States,>50K
15058,24,government department,Some-college,10,Alone,Protective-serv,Own-child,White-h1,Male,0,0,40,United-States,<=50K
15059,40,Private-h1,HS-grad,9,Married-h2,Sales,Husband,White-h1,Male,0,0,60,United-States,<=50K
15060,45,Self-emp-inc,Assoc-acdm,12,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,50,United-States,>50K
15061,56,government department,Masters,14,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
15062,35,government department,Bachelors,13,Alone,Prof-specialty,Own-child,White-h1,Female,0,0,40,United-States,<=50K
15063,36,Self-employed,Prof-school,15,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,60,United-States,>50K
15064,50,Self-employed,Prof-school,15,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,50,United-States,>50K
15065,61,Private-h1,7th-8th,4,Alone,Other-service,Not-in-family,Non-White,Female,0,0,21,United-States,<=50K
15066,31,Private-h1,Assoc-voc,11,Alone,Transport-moving,Own-child,White-h1,Male,0,1980,60,United-States,<=50K
15067,63,Private-h1,Some-college,10,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,40,United-States,<=50K
15068,41,Private-h1,Assoc-voc,11,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,<=50K
15069,48,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,United-States,<=50K
15070,45,Private-h1,HS-grad,9,Alone,Sales,Not-in-family,White-h1,Female,0,0,35,United-States,<=50K
15071,24,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,United-States,<=50K
15072,34,Private-h1,Some-college,10,Alone,Prof-specialty,Not-in-family,Non-White,Male,0,0,40,Germany,>50K
15073,27,Private-h1,Bachelors,13,Alone,Sales,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
15074,26,Private-h1,Assoc-voc,11,Alone,Craft-repair,Own-child,White-h1,Male,0,0,48,United-States,<=50K
15075,27,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Own-child,White-h1,Male,0,0,40,United-States,<=50K
15076,55,Private-h1,Assoc-voc,11,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,<=50K
15077,38,Private-h1,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,>50K
15078,31,Private-h1,HS-grad,9,Married-h2,Adm-clerical,Wife,White-h1,Female,0,0,40,United-States,>50K
15079,51,Self-employed,Assoc-acdm,12,Married-h2,Sales,Husband,White-h1,Male,0,0,40,United-States,>50K
15080,56,Private-h1,12th,8,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,40,United-States,>50K
15081,39,Private-h1,Assoc-acdm,12,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,United-States,<=50K
15082,50,Private-h1,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,>50K
15083,34,government department,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,2051,40,United-States,<=50K
15084,44,Private-h1,HS-grad,9,Alone,Sales,Not-in-family,White-h1,Male,3674,0,50,United-States,<=50K
15085,21,Private-h1,HS-grad,9,Alone,Protective-serv,Own-child,White-h1,Male,0,0,40,United-States,<=50K
15086,37,Private-h1,Some-college,10,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,70,United-States,<=50K
15087,18,Private-h1,12th,8,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,30,United-States,<=50K
15088,38,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,65,United-States,>50K
15089,19,Private-h1,HS-grad,9,Alone,Adm-clerical,Own-child,White-h1,Male,0,0,12,United-States,<=50K
15090,46,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
15091,19,Private-h1,Some-college,10,Alone,Sales,Own-child,White-h1,Female,0,0,25,United-States,<=50K
15092,22,Private-h1,Some-college,10,Alone,Sales,Own-child,White-h1,Female,0,0,20,Mexico,<=50K
15093,38,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,50,United-States,<=50K
15094,33,Private-h1,Masters,14,Alone,Exec-managerial,Own-child,White-h1,Female,14084,0,50,United-States,>50K
15095,83,Self-employed,HS-grad,9,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,8,United-States,<=50K
15096,34,Private-h1,Some-college,10,Married-h2,Tech-support,Husband,White-h1,Male,0,0,40,United-States,>50K
15097,38,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
15098,33,Private-h1,Some-college,10,Alone,Adm-clerical,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
15099,27,Private-h1,HS-grad,9,Married-h2,Adm-clerical,Wife,Non-White,Female,0,1887,40,United-States,>50K
15100,38,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,60,United-States,<=50K
15101,25,Private-h1,Some-college,10,Alone,Other-service,Not-in-family,White-h1,Male,0,0,25,United-States,<=50K
15102,38,Private-h1,HS-grad,9,Married-h2,Tech-support,Husband,White-h1,Male,0,0,40,United-States,<=50K
15103,52,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,48,United-States,>50K
15104,33,government department,Masters,14,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,50,United-States,<=50K
15105,17,Private-h1,11th,7,Alone,Other-service,Own-child,White-h1,Female,0,0,20,United-States,<=50K
15106,28,Private-h1,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Female,6849,0,60,United-States,<=50K
15107,52,government department,HS-grad,9,Alone,Adm-clerical,Unmarried,Non-White,Female,0,0,40,United-States,<=50K
15108,34,Private-h1,HS-grad,9,Married-h2,Handlers-cleaners,Not-in-family,White-h1,Male,2463,0,40,United-States,<=50K
15109,25,Private-h1,Bachelors,13,Alone,Prof-specialty,Own-child,White-h1,Female,0,0,15,United-States,<=50K
15110,17,Private-h1,9th,5,Alone,Other-service,Own-child,Non-White,Male,0,0,26,United-States,<=50K
15111,22,Private-h1,HS-grad,9,Alone,Other-service,Own-child,Non-White,Male,0,0,80,United-States,<=50K
15112,22,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Not-in-family,Non-White,Male,0,0,40,United-States,<=50K
15113,46,Private-h1,Some-college,10,Married-h2,Sales,Husband,White-h1,Male,0,1887,40,United-States,>50K
15114,58,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Not-in-family,Non-White,Female,0,0,40,United-States,<=50K
15115,39,Private-h1,Some-college,10,Alone,Sales,Other-relative,White-h1,Female,0,0,35,United-States,<=50K
15116,59,government department,Some-college,10,Alone,Other-service,Not-in-family,White-h1,Female,0,0,40,Poland,<=50K
15117,61,Private-h1,HS-grad,9,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,40,United-States,<=50K
15118,32,Private-h1,Assoc-voc,11,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,45,United-States,<=50K
15119,50,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,Non-White,Male,0,0,40,Philippines,>50K
15120,51,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
15121,20,Private-h1,Some-college,10,Alone,Craft-repair,Own-child,White-h1,Male,0,0,40,United-States,<=50K
15122,38,government department,Bachelors,13,Married-h2,Exec-managerial,Husband,Non-White,Male,0,0,40,United-States,<=50K
15123,44,government department,Assoc-voc,11,Married-h2,Craft-repair,Husband,Non-White,Male,0,0,40,United-States,>50K
15124,28,Private-h1,Assoc-voc,11,Alone,Sales,Not-in-family,White-h1,Male,0,0,50,United-States,<=50K
15125,50,Private-h1,Masters,14,Married-h2,Prof-specialty,Wife,White-h1,Female,0,0,40,United-States,<=50K
15126,53,Private-h1,Doctorate,16,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,50,United-States,<=50K
15127,42,Self-employed,Bachelors,13,Married-h2,Sales,Husband,White-h1,Male,0,0,45,United-States,<=50K
15128,47,Private-h1,Masters,14,Married-h2,Prof-specialty,Husband,Non-White,Male,0,0,45,India,<=50K
15129,39,Private-h1,HS-grad,9,Married-h2,Adm-clerical,Wife,White-h1,Female,0,0,40,United-States,>50K
15130,38,Self-employed,HS-grad,9,Alone,Farming-fishing,Not-in-family,White-h1,Male,0,0,60,United-States,<=50K
15131,34,government department,Bachelors,13,Alone,Prof-specialty,Own-child,White-h1,Male,0,0,50,United-States,<=50K
15132,40,Private-h1,Some-college,10,Married-h2,Prof-specialty,Wife,White-h1,Female,0,0,40,United-States,<=50K
15133,63,Private-h1,Some-college,10,Alone,Sales,Not-in-family,White-h1,Female,0,0,20,United-States,<=50K
15134,53,Private-h1,Some-college,10,Married-h2,Exec-managerial,Wife,White-h1,Female,0,0,40,United-States,>50K
15135,43,Private-h1,Assoc-voc,11,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,48,United-States,<=50K
15136,28,Private-h1,Some-college,10,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,1669,60,United-States,<=50K
15137,68,Private-h1,HS-grad,9,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,10,United-States,>50K
15138,46,government department,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,38,United-States,<=50K
15139,57,Private-h1,HS-grad,9,Alone,Adm-clerical,Other-relative,White-h1,Female,0,0,40,United-States,<=50K
15140,38,Private-h1,HS-grad,9,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,35,United-States,<=50K
15141,66,Private-h1,Masters,14,Married-h2,Sales,Husband,White-h1,Male,0,0,40,United-States,<=50K
15142,29,Private-h1,Assoc-acdm,12,Alone,Sales,Own-child,White-h1,Female,0,0,40,United-States,<=50K
15143,54,Private-h1,Bachelors,13,Married-h2,Sales,Husband,White-h1,Male,7688,0,50,United-States,>50K
15144,38,Private-h1,HS-grad,9,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
15145,35,Private-h1,11th,7,Married-h2,Priv-house-serv,Unmarried,White-h1,Female,0,0,8,Mexico,<=50K
15146,30,Private-h1,Bachelors,13,Alone,Prof-specialty,Own-child,White-h1,Female,0,0,37,United-States,<=50K
15147,39,Private-h1,HS-grad,9,Alone,Adm-clerical,Unmarried,Non-White,Female,0,0,40,United-States,<=50K
15148,31,Private-h1,Masters,14,Alone,Prof-specialty,Not-in-family,Non-White,Male,0,0,40,United-States,<=50K
15149,50,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,50,United-States,<=50K
15150,30,Self-employed,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,60,United-States,<=50K
15151,25,Private-h1,Bachelors,13,Alone,Sales,Own-child,White-h1,Female,0,0,40,United-States,<=50K
15152,24,Private-h1,Bachelors,13,Alone,Priv-house-serv,Not-in-family,White-h1,Female,0,0,40,France,<=50K
15153,59,government department,HS-grad,9,Married-h2,Protective-serv,Other-relative,Non-White,Female,0,2339,40,United-States,<=50K
15154,45,Private-h1,Bachelors,13,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,15,United-States,<=50K
15155,64,Private-h1,5th-6th,3,Married-h2,Other-service,Other-relative,White-h1,Female,0,0,20,Cuba,<=50K
15156,61,Private-h1,12th,8,Married-h2,Other-service,Wife,White-h1,Female,0,0,40,United-States,<=50K
15157,42,Private-h1,Assoc-voc,11,Alone,Tech-support,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
15158,28,Private-h1,5th-6th,3,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,Mexico,<=50K
15159,53,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
15160,33,Self-employed,11th,7,Alone,Handlers-cleaners,Not-in-family,White-h1,Male,0,0,7,United-States,<=50K
15161,34,government department,Masters,14,Married-h2,Prof-specialty,Husband,Non-White,Male,0,0,40,United-States,<=50K
15162,41,Private-h1,Some-college,10,Married-h2,Other-service,Husband,White-h1,Male,0,0,48,United-States,<=50K
15163,67,Private-h1,Some-college,10,Married-h2,Handlers-cleaners,Husband,White-h1,Male,9386,0,24,Cuba,>50K
15164,46,Private-h1,Assoc-acdm,12,Alone,Prof-specialty,Unmarried,White-h1,Female,0,0,27,United-States,<=50K
15165,32,Private-h1,HS-grad,9,Married-h2,Sales,Wife,White-h1,Female,0,0,40,United-States,<=50K
15166,41,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,40,United-States,<=50K
15167,30,Private-h1,Bachelors,13,Married-h2,Prof-specialty,Husband,Non-White,Male,0,0,40,United-States,<=50K
15168,54,Self-employed,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,50,United-States,<=50K
15169,33,Private-h1,HS-grad,9,Alone,Other-service,Unmarried,Non-White,Male,0,0,40,United-States,<=50K
15170,34,Private-h1,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
15171,45,Private-h1,Some-college,10,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,48,United-States,<=50K
15172,21,Private-h1,HS-grad,9,Alone,Other-service,Own-child,White-h1,Male,0,0,40,United-States,<=50K
15173,25,Private-h1,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,40,United-States,<=50K
15174,38,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,41,United-States,<=50K
15175,17,Private-h1,11th,7,Alone,Craft-repair,Own-child,White-h1,Female,0,0,15,United-States,<=50K
15176,35,Private-h1,HS-grad,9,Alone,Sales,Not-in-family,White-h1,Female,0,0,30,United-States,<=50K
15177,38,Private-h1,Bachelors,13,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
15178,48,government department,Assoc-acdm,12,Married-h2,Protective-serv,Husband,White-h1,Male,0,0,56,United-States,>50K
15179,25,Private-h1,HS-grad,9,Alone,Other-service,Not-in-family,Non-White,Male,0,0,40,Japan,<=50K
15180,57,Private-h1,Masters,14,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,40,Cuba,<=50K
15181,32,Private-h1,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,50,United-States,>50K
15182,39,government department,Bachelors,13,Married-h2,Prof-specialty,Not-in-family,Non-White,Male,0,0,30,United-States,<=50K
15183,23,Private-h1,Bachelors,13,Alone,Adm-clerical,Own-child,White-h1,Female,0,0,35,United-States,<=50K
15184,21,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Unmarried,White-h1,Male,0,0,45,United-States,<=50K
15185,47,Private-h1,HS-grad,9,Alone,Adm-clerical,Unmarried,White-h1,Female,0,0,48,United-States,<=50K
15186,25,Private-h1,7th-8th,4,Alone,Machine-op-inspct,Other-relative,White-h1,Female,0,0,40,Dominican-Republic,<=50K
15187,41,government department,Some-college,10,Alone,Adm-clerical,Not-in-family,Non-White,Male,4650,0,40,United-States,<=50K
15188,19,Private-h1,HS-grad,9,Alone,Other-service,Own-child,White-h1,Female,0,0,15,United-States,<=50K
15189,24,Private-h1,HS-grad,9,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,42,United-States,<=50K
15190,57,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,15024,0,50,United-States,>50K
15191,32,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,40,United-States,<=50K
15192,28,Self-employed,Assoc-voc,11,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,45,United-States,<=50K
15193,40,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,75,United-States,>50K
15194,21,government department,Some-college,10,Alone,Prof-specialty,Own-child,White-h1,Male,0,0,20,United-States,<=50K
15195,45,Self-employed,Bachelors,13,Married-h2,Sales,Husband,White-h1,Male,0,0,40,United-States,>50K
15196,55,Private-h1,10th,6,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,50,United-States,<=50K
15197,42,Private-h1,Some-college,10,Married-h2,Adm-clerical,Husband,Non-White,Male,0,0,40,United-States,<=50K
15198,49,Private-h1,HS-grad,9,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,38,United-States,<=50K
15199,38,Private-h1,HS-grad,9,Married-h2,Handlers-cleaners,Husband,White-h1,Male,0,0,40,United-States,<=50K
15200,50,Private-h1,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
15201,47,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,48,United-States,>50K
15202,39,Private-h1,Bachelors,13,Married-h2,Sales,Husband,White-h1,Male,0,0,40,Canada,>50K
15203,42,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,30,United-States,<=50K
15204,32,Private-h1,HS-grad,9,Alone,Craft-repair,Other-relative,Non-White,Female,0,0,50,United-States,<=50K
15205,44,government department,Assoc-acdm,12,Alone,Exec-managerial,Not-in-family,White-h1,Female,2354,0,40,United-States,<=50K
15206,50,Self-emp-inc,Prof-school,15,Married-h2,Prof-specialty,Husband,White-h1,Male,99999,0,80,United-States,>50K
15207,55,Private-h1,HS-grad,9,Alone,Adm-clerical,Unmarried,Non-White,Female,0,0,45,United-States,<=50K
15208,37,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Own-child,White-h1,Male,0,0,40,United-States,<=50K
15209,59,Private-h1,HS-grad,9,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
15210,56,Private-h1,11th,7,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,40,United-States,<=50K
15211,33,Self-employed,12th,8,Alone,Craft-repair,Not-in-family,Non-White,Male,0,0,32,United-States,<=50K
15212,35,Private-h1,Bachelors,13,Married-h2,Tech-support,Husband,White-h1,Male,0,0,40,United-States,>50K
15213,44,Private-h1,HS-grad,9,Alone,Other-service,Unmarried,White-h1,Male,0,0,40,United-States,<=50K
15214,57,government department,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,>50K
15215,31,Private-h1,Some-college,10,Alone,Exec-managerial,Not-in-family,Non-White,Female,0,0,40,United-States,<=50K
15216,18,Private-h1,11th,7,Alone,Sales,Not-in-family,White-h1,Female,0,0,15,United-States,<=50K
15217,43,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,70,United-States,<=50K
15218,33,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,Non-White,Male,0,0,40,United-States,<=50K
15219,18,Private-h1,Some-college,10,Alone,Adm-clerical,Own-child,White-h1,Male,0,0,25,United-States,<=50K
15220,47,Private-h1,Bachelors,13,Alone,Adm-clerical,Own-child,White-h1,Male,0,0,40,United-States,<=50K
15221,53,Private-h1,HS-grad,9,Alone,Other-service,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
15222,59,Self-employed,Assoc-voc,11,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,35,United-States,>50K
15223,49,Private-h1,10th,6,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,<=50K
15224,26,Private-h1,Assoc-acdm,12,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
15225,25,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Not-in-family,White-h1,Male,0,0,60,England,<=50K
15226,36,government department,Masters,14,Alone,Prof-specialty,Own-child,White-h1,Female,0,0,30,United-States,<=50K
15227,29,Private-h1,HS-grad,9,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,45,United-States,<=50K
15228,52,Private-h1,10th,6,Alone,Other-service,Other-relative,White-h1,Female,0,0,25,United-States,<=50K
15229,50,Self-employed,Bachelors,13,Married-h2,Sales,Husband,White-h1,Male,0,0,50,United-States,<=50K
15230,22,Private-h1,Bachelors,13,Alone,Exec-managerial,Own-child,Non-White,Female,0,0,40,United-States,<=50K
15231,44,Self-employed,Masters,14,Alone,Exec-managerial,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
15232,32,Private-h1,Assoc-voc,11,Married-h2,Handlers-cleaners,Husband,White-h1,Male,0,0,40,United-States,>50K
15233,49,Private-h1,HS-grad,9,Alone,Adm-clerical,Unmarried,White-h1,Female,0,0,38,United-States,<=50K
15234,31,Private-h1,1st-4th,2,Married-h2,Farming-fishing,Husband,White-h1,Male,0,0,45,Mexico,<=50K
15235,33,Private-h1,HS-grad,9,Married-h2,Other-service,Husband,White-h1,Male,0,0,40,United-States,<=50K
15236,50,Private-h1,HS-grad,9,Married-h2,Sales,Wife,White-h1,Female,0,0,15,United-States,<=50K
15237,26,Private-h1,Some-college,10,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,1974,40,United-States,<=50K
15238,55,Private-h1,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,7298,0,40,United-States,>50K
15239,49,government department,HS-grad,9,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,20,United-States,<=50K
15240,22,Private-h1,HS-grad,9,Married-h2,Sales,Wife,White-h1,Female,0,0,40,United-States,<=50K
15241,43,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,38,United-States,>50K
15242,58,Private-h1,Some-college,10,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,42,United-States,<=50K
15243,48,government department,Masters,14,Married-h2,Prof-specialty,Husband,White-h1,Male,15024,0,40,United-States,>50K
15244,21,Private-h1,11th,7,Alone,Other-service,Own-child,White-h1,Male,0,0,50,United-States,<=50K
15245,67,government department,7th-8th,4,Alone,Other-service,Not-in-family,White-h1,Female,0,0,20,United-States,<=50K
15246,39,Self-employed,11th,7,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,40,United-States,<=50K
15247,52,government department,Assoc-voc,11,Alone,Farming-fishing,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
15248,25,Private-h1,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
15249,27,Self-employed,Some-college,10,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,60,United-States,>50K
15250,18,Private-h1,11th,7,Alone,Sales,Own-child,White-h1,Female,0,0,20,United-States,<=50K
15251,41,government department,HS-grad,9,Married-h2,Transport-moving,Husband,Non-White,Male,0,0,40,United-States,>50K
15252,59,Private-h1,Doctorate,16,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,50,United-States,<=50K
15253,23,Private-h1,Assoc-acdm,12,Alone,Other-service,Own-child,Non-White,Male,0,0,44,United-States,<=50K
15254,42,Private-h1,HS-grad,9,Alone,Other-service,Own-child,White-h1,Female,0,0,15,United-States,<=50K
15255,54,Self-employed,Prof-school,15,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,30,United-States,>50K
15256,39,Private-h1,HS-grad,9,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,60,United-States,<=50K
15257,57,government department,9th,5,Married-h2,Other-service,Husband,White-h1,Male,0,0,40,United-States,<=50K
15258,51,Private-h1,10th,6,Alone,Other-service,Unmarried,White-h1,Female,0,0,25,United-States,<=50K
15259,31,Self-employed,7th-8th,4,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
15260,24,Private-h1,Some-college,10,Alone,Adm-clerical,Own-child,Non-White,Female,0,0,45,United-States,<=50K
15261,35,Private-h1,Some-college,10,Alone,Craft-repair,Own-child,White-h1,Male,0,0,40,United-States,<=50K
15262,26,Private-h1,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
15263,42,Self-emp-inc,Doctorate,16,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,45,United-States,>50K
15264,31,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,45,United-States,<=50K
15265,46,Private-h1,Bachelors,13,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,40,United-States,>50K
15266,38,government department,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,37,United-States,<=50K
15267,51,Private-h1,Bachelors,13,Married-h2,Farming-fishing,Husband,White-h1,Male,0,0,40,Canada,<=50K
15268,27,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,United-States,<=50K
15269,22,Private-h1,Some-college,10,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,48,United-States,>50K
15270,25,Private-h1,Bachelors,13,Alone,Handlers-cleaners,Own-child,White-h1,Male,0,0,40,United-States,<=50K
15271,58,Self-employed,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,70,United-States,>50K
15272,23,Private-h1,Some-college,10,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,45,United-States,<=50K
15273,63,Private-h1,5th-6th,3,Alone,Other-service,Other-relative,Non-White,Female,0,0,19,Philippines,<=50K
15274,23,Private-h1,9th,5,Married-h2,Other-service,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
15275,51,Private-h1,Masters,14,Married-h2,Sales,Husband,White-h1,Male,15024,0,50,United-States,>50K
15276,75,Private-h1,Preschool,1,Alone,Priv-house-serv,Not-in-family,Non-White,Female,0,0,48,Philippines,<=50K
15277,52,Private-h1,Some-college,10,Alone,Sales,Unmarried,White-h1,Female,0,0,50,United-States,<=50K
